blue_champ_1,blue_champ_2,blue_champ_3,blue_champ_4,blue_champ_5,red_champ_1,red_champ_2,red_champ_3,red_champ_4,red_champ_5,blue_avg_rank,red_avg_rank,blue_avg_mastery,red_avg_mastery,blue_avg_recent_wr,red_avg_recent_wr,blue_win
Darius,Naafiri,Yasuo,Jinx,Lulu,Illaoi,Kayn,Veigar,Zeri,Thresh,0.0,0.0,203568.8,770529.8,0.48,0.5,1
Teemo,MasterYi,Mel,Ashe,Nautilus,Jhin,Amumu,Brand,Kaisa,Taric,0.0,0.0,944682.2,103544.2,0.52,0.58,0
Yone,Shaco,Mel,Malphite,Gragas,Sion,Teemo,Xerath,MissFortune,Swain,0.0,0.0,53581.2,121258.4,0.32,0.56,0
TahmKench,MasterYi,Akali,Jinx,Mel,Sett,Warwick,Yasuo,Tristana,Karthus,0.0,0.0,92384.8,202448.8,0.42,0.44,0
Garen,Ekko,Lux,Jinx,Thresh,Yasuo,Kayn,Ahri,Samira,Leona,0.0,0.0,369371.4,89756.2,0.46,0.44,1
Garen,AurelionSol,Veigar,Caitlyn,Thresh,Akali,Vi,Lux,Kaisa,Nami,0.0,0.0,224575.6,175635.2,0.56,0.42,1
Yorick,Fizz,Azir,Ashe,Seraphine,Olaf,Rengar,Ziggs,Samira,Morgana,0.0,0.0,341129.8,139703.8,0.38,0.58,1
TahmKench,Volibear,Vex,Jinx,Mel,Chogath,JarvanIV,Yone,Annie,Soraka,0.0,0.0,25661.8,115881.8,0.52,0.42,1
Mordekaiser,Jax,Ahri,Hwei,Morgana,Nautilus,Volibear,Velkoz,Jinx,Seraphine,0.0,0.0,214928.4,113241.2,0.48,0.48,1
Aatrox,Gwen,FiddleSticks,MissFortune,Mel,Mordekaiser,Sylas,Veigar,Yunara,Yuumi,0.0,0.0,50125.0,43285.2,0.46,0.36,0
Viego,FiddleSticks,Kassadin,Jinx,Sion,Tryndamere,Shyvana,Orianna,Mel,Yuumi,0.0,0.0,70714.2,171018.6,0.36,0.38,0
Tryndamere,Kayn,Heimerdinger,Ezreal,Zyra,Singed,Fizz,Yasuo,Samira,Soraka,0.0,0.0,243245.0,131874.8,0.46,0.5,0
Jayce,Kayn,Akali,MissFortune,Lux,DrMundo,Briar,Zoe,Jinx,Yuumi,0.0,0.0,120222.8,244468.0,0.34,0.38,0
Darius,Evelynn,Yasuo,Jhin,Morgana,Mordekaiser,Amumu,AurelionSol,Caitlyn,Shen,0.0,0.0,82475.4,175369.2,0.32,0.5,0
Yone,Kayn,Aurora,Kaisa,Seraphine,Sion,Yorick,Veigar,Mel,Zyra,0.0,0.0,79405.4,39306.8,0.4267,0.42,0
Garen,Yorick,Shaco,Ashe,Pyke,Mordekaiser,Rammus,Zed,Jinx,Lux,0.0,0.0,423457.4,93395.0,0.44,0.58,1
Teemo,MasterYi,Cassiopeia,Aphelios,Veigar,Gragas,Nocturne,Brand,Sivir,Nautilus,0.0,0.0,56049.8,151697.8,0.48,0.44,0
Urgot,Trundle,Yasuo,Jinx,Brand,Yone,Shyvana,Swain,Jhin,Sona,0.0,0.0,262640.0,151801.0,0.42,0.46,0
Teemo,Ekko,Naafiri,Syndra,Sona,Mordekaiser,Talon,Akali,Caitlyn,Morgana,0.0,0.0,392171.6,103182.0,0.44,0.68,0
Aatrox,Talon,Yasuo,Caitlyn,Lux,Pantheon,Vi,Yone,Ashe,Morgana,0.0,0.0,41329.0,52173.0,0.4,0.5,1
Trundle,Graves,Ahri,Jhin,Morgana,Poppy,Kayn,AurelionSol,Caitlyn,Lux,0.0,0.0,70689.4,119125.6,0.44,0.34,1
Sion,FiddleSticks,Yasuo,Ashe,Karma,Mordekaiser,MasterYi,Katarina,Veigar,Bard,0.0,0.0,68989.8,52179.8,0.36,0.54,0
Jax,Kayn,Yasuo,Jinx,Lulu,Gangplank,Vi,Mel,Senna,Lux,0.0,0.0,96678.6,356636.6,0.48,0.46,0
Chogath,Shyvana,Veigar,Jinx,Lulu,Renekton,Viego,Ahri,MissFortune,Vi,0.0,0.0,19816.4,67288.8,0.38,0.46,0
Smolder,Diana,Veigar,MissFortune,Morgana,Heimerdinger,Viego,Naafiri,Vayne,Zilean,0.0,0.0,206120.2,68026.2,0.46,0.42,0
Nasus,Malphite,Velkoz,Yunara,Morgana,Jax,Amumu,Ahri,Ashe,Lux,0.0,0.0,42873.2,247125.2,0.44,0.38,1
Illaoi,Warwick,Sion,Caitlyn,Nautilus,Kayle,Shyvana,Mel,Nilah,Pyke,0.0,0.0,39409.4,101676.4,0.4,0.44,0
Illaoi,Viego,Leblanc,Samira,Yuumi,DrMundo,Volibear,Syndra,Veigar,Seraphine,0.0,0.0,210489.4,204307.2,0.58,0.72,0
TahmKench,Amumu,Yone,Teemo,Blitzcrank,DrMundo,Trundle,Veigar,Draven,Lux,0.0,0.0,186409.4,81216.4,0.64,0.4,0
Heimerdinger,Jax,Hwei,Ezreal,Leona,Veigar,Amumu,Yone,Lucian,Seraphine,0.0,0.0,89036.8,163634.6,0.52,0.4,0
Darius,Nocturne,Yasuo,Vayne,Mel,Illaoi,Sion,Lux,Ashe,Braum,0.0,0.0,138489.6,167823.4,0.44,0.4,1
Olaf,Shyvana,Veigar,Jhin,Zyra,Singed,Ekko,Fizz,Jinx,Morgana,0.0,0.0,89112.6,381523.6,0.5,0.4,1
Heimerdinger,Khazix,Lissandra,Vayne,Soraka,Kayle,RekSai,Aurora,Tristana,Seraphine,0.0,0.0,1223984.8,238674.8,0.44,0.64,1
Vladimir,Nocturne,Annie,Samira,Seraphine,Nasus,Shyvana,Heimerdinger,Caitlyn,Sona,0.0,0.0,22899.0,54184.4,0.46,0.52,0
Urgot,Graves,Katarina,Caitlyn,Lux,Mordekaiser,Briar,Viktor,Jinx,Pyke,0.0,0.0,361142.8,161177.0,0.48,0.48,0
Teemo,Sejuani,Swain,Caitlyn,Yuumi,Illaoi,Warwick,Mel,Ashe,Lux,0.0,0.0,199070.6,154651.0,0.52,0.46,1
Mordekaiser,Teemo,Ekko,MissFortune,Pantheon,Irelia,Shyvana,Brand,Varus,Mel,0.0,0.0,110881.2,94504.8,0.4,0.48,1
TahmKench,Viego,Gangplank,Zeri,Lulu,Chogath,Graves,Aurora,MissFortune,Leona,0.0,0.0,32598.8,68712.6,0.52,0.48,0
Veigar,Shaco,Ahri,Twitch,Lux,Gnar,Kayn,Yone,Ashe,Brand,0.0,0.0,222155.2,168800.6,0.58,0.5,0
Illaoi,MasterYi,Akshan,Smolder,Lux,Teemo,DrMundo,Yasuo,Caitlyn,Malphite,0.0,0.0,101320.8,392720.2,0.3,0.48,1
Garen,Briar,Ahri,MissFortune,Mel,Sett,Gwen,Yasuo,Jinx,Seraphine,0.0,0.0,139648.2,53549.0,0.5,0.42,1
Shen,Zaahen,Annie,Caitlyn,Twitch,Kayle,Diana,Ahri,Yunara,Nautilus,0.0,0.0,116114.2,67371.8,0.62,0.46,1
Jax,Nocturne,Ekko,Yunara,Lux,MissFortune,Viego,Akali,Tristana,Yuumi,0.0,0.0,84072.8,401793.8,0.5,0.32,0
Jax,Nidalee,AurelionSol,Lucian,Yuumi,Gragas,LeeSin,Irelia,Lux,Soraka,0.0,0.0,322536.4,139690.0,0.48,0.46,0
Kennen,Naafiri,Lissandra,Jinx,Zyra,Tristana,Viego,Sylas,Vayne,Seraphine,0.0,0.0,269552.0,171283.2,0.48,0.46,0
Urgot,Nocturne,Yasuo,MissFortune,Leona,TahmKench,DrMundo,Katarina,Ashe,Swain,0.0,0.0,440110.8,153432.8,0.48,0.38,0
Trundle,Briar,Morgana,Caitlyn,Alistar,Teemo,Amumu,Akali,MissFortune,Neeko,0.0,0.0,102800.8,513748.0,0.46,0.4,0
DrMundo,Malphite,Veigar,MissFortune,Zilean,Yasuo,Ambessa,Malzahar,Mel,Leona,0.0,0.0,335787.8,143020.0,0.6,0.46,1
Mordekaiser,Amumu,Brand,Caitlyn,Blitzcrank,Yone,Hecarim,Ashe,MissFortune,Seraphine,0.0,0.0,201260.2,146384.6,0.38,0.56,0
Nasus,Amumu,Yasuo,Ashe,Nautilus,Jax,Olaf,Fizz,Vayne,Xerath,0.0,0.0,57215.0,112341.6,0.52,0.52,1
Tryndamere,Shyvana,Akali,Ashe,Yuumi,Gnar,Hecarim,Ahri,Tristana,Lux,0.0,0.0,71380.8,296505.8,0.46,0.48,0
Ornn,Shyvana,Syndra,Tristana,Neeko,Malphite,Shaco,Lissandra,MissFortune,Lux,0.0,0.0,21703.8,100610.6,0.5,0.5,1
Vayne,Ekko,Fizz,Caitlyn,Morgana,Irelia,Evelynn,Galio,MissFortune,Rell,0.0,0.0,142374.6,29832.2,0.46,0.5,1
DrMundo,MasterYi,Veigar,Jax,Lux,Malzahar,Rammus,Yone,Caitlyn,Brand,0.0,0.0,472831.0,187212.0,0.46,0.58,1
Mordekaiser,Briar,Thresh,Ashe,Morgana,Aatrox,Shyvana,Yasuo,Ezreal,Lux,0.0,0.0,289610.4,256334.8,0.58,0.36,1
Cassiopeia,Zed,Veigar,Jinx,Soraka,Trundle,Amumu,Vex,Caitlyn,Lux,0.0,0.0,85912.8,263650.8,0.64,0.5,1
Quinn,Warwick,Akali,Ziggs,Nautilus,Rengar,Naafiri,Diana,Caitlyn,Mel,0.0,0.0,183227.2,9717.8,0.44,0.46,0
Teemo,Jax,Azir,MissFortune,Lux,Nidalee,Viego,Fizz,Ashe,Mel,0.0,0.0,28198.6,98599.6,0.4,0.48,0
Mordekaiser,Briar,Yasuo,Ashe,Leona,Renekton,Khazix,Mel,Jinx,Pantheon,0.0,0.0,127426.4,75409.8,0.52,0.5,1
Kayle,Gwen,Naafiri,Veigar,Leona,Pantheon,Viego,Yone,Smolder,Mel,0.0,0.0,144195.0,200487.0,0.5,0.52,0
Tryndamere,Kindred,Zoe,Mel,Lux,Darius,Nocturne,Veigar,Kaisa,Bard,0.0,0.0,62493.6,21067.0,0.48,0.52,1
DrMundo,Volibear,Zed,Tristana,Lux,Tryndamere,Warwick,Mel,Caitlyn,Neeko,0.0,0.0,249717.6,374550.6,0.4289,0.64,0
Jayce,Jax,Vladimir,Kaisa,Pyke,Warwick,Trundle,Lissandra,Caitlyn,Neeko,0.0,0.0,48282.2,83118.8,0.48,0.46,0
Vayne,Warwick,Yone,MissFortune,Veigar,TahmKench,XinZhao,Akali,Varus,Ziggs,0.0,0.0,107144.4,51113.2,0.4,0.32,1
Yasuo,Amumu,Orianna,Lucian,Lux,Renekton,Viego,Veigar,Draven,Brand,0.0,0.0,140302.6,26282.8,0.4,0.4,0
Renekton,Nocturne,Irelia,Varus,Xerath,Tryndamere,Viego,Akali,MissFortune,Seraphine,0.0,0.0,353305.6,64394.4,0.48,0.46,0
Teemo,Nocturne,Ahri,MissFortune,Morgana,Garen,Jax,Fizz,Jinx,Leona,0.0,0.0,122770.8,804033.2,0.56,0.42,0
Zaahen,MasterYi,Ryze,Ashe,Braum,Gangplank,Shaco,Yasuo,Twitch,Sona,0.0,0.0,208235.0,234924.2,0.5,0.5,1
Fiora,Kayn,Malzahar,Caitlyn,Maokai,Kayle,Shyvana,Xerath,Varus,Lux,0.0,0.0,284621.4,138490.4,0.38,0.46,0
Urgot,Mordekaiser,FiddleSticks,Lucian,Nami,Volibear,Kayn,Chogath,Jhin,Brand,0.0,0.0,36787.2,215316.6,0.46,0.54,0
Irelia,Graves,Veigar,Jhin,Blitzcrank,Singed,Nunu,Yone,MissFortune,Seraphine,0.0,0.0,70344.2,42474.8,0.44,0.62,0
Mordekaiser,Viego,Yasuo,Lucian,Blitzcrank,Kayle,Brand,Qiyana,MissFortune,Pyke,0.0,0.0,162768.0,39621.6,0.46,0.46,1
Jayce,Viego,Yasuo,Ashe,Swain,Malphite,XinZhao,Cassiopeia,Tristana,Taric,0.0,0.0,330783.4,139917.6,0.52,0.52,0
Mordekaiser,Gragas,Galio,Jinx,Lux,Nasus,Kayn,Veigar,Smolder,Seraphine,0.0,0.0,148663.2,318970.2,0.48,0.5,0
Kled,Kayn,Yasuo,Samira,TahmKench,Sett,Nidalee,Veigar,Caitlyn,Lux,0.0,0.0,73570.4,49524.8,0.48,0.44,1
Garen,Hecarim,Irelia,Brand,Nami,Renekton,Zaahen,Akshan,Ashe,TahmKench,0.0,0.0,224680.0,202189.8,0.46,0.48,1
Nasus,LeeSin,Orianna,Caitlyn,Leona,Illaoi,XinZhao,Ryze,Varus,Seraphine,0.0,0.0,107999.0,211564.2,0.52,0.4,0
Yasuo,Sylas,Veigar,Samira,Nami,Urgot,MasterYi,Yone,MissFortune,Hwei,0.0,0.0,104640.8,99468.8,0.5,0.46,0
Yone,Kayn,Ekko,Tristana,Nautilus,Sett,Warwick,Katarina,Jax,Lux,0.0,0.0,853578.8,550254.2,0.34,0.46,0
Tryndamere,RekSai,Vex,Ashe,Zyra,Yasuo,Nocturne,Leblanc,Lucian,Seraphine,0.0,0.0,620431.6,260519.6,0.4,0.54,0
Ornn,Mordekaiser,Katarina,Vayne,Zilean,Gnar,Teemo,Akali,Yunara,Sion,0.0,0.0,296533.2,147415.6,0.42,0.44,0
Irelia,MasterYi,Yone,MissFortune,Seraphine,Kayle,Shyvana,Orianna,Jinx,Nautilus,0.0,0.0,54414.6,511256.8,0.42,0.4,1
Zaahen,Kayn,Yone,Ashe,Twitch,Renekton,Zed,Vladimir,MissFortune,Zyra,0.0,0.0,982085.2,235072.6,0.5,0.42,1
Nasus,Kayn,Chogath,Twitch,Pyke,Ornn,Jax,Katarina,Caitlyn,Swain,0.0,0.0,55639.0,96837.4,0.48,0.54,0
Vayne,Jax,Veigar,Caitlyn,Janna,Yasuo,Talon,Yone,Kalista,Lux,0.0,0.0,108969.8,29172.4,0.42,0.36,0
Renekton,Nocturne,Morgana,Ashe,Milio,Garen,Diana,Veigar,Kaisa,Janna,0.0,0.0,110452.0,108025.0,0.38,0.44,0
Mordekaiser,Diana,Malzahar,Yasuo,Blitzcrank,Yone,Talon,XinZhao,Ashe,Thresh,0.0,0.0,302178.0,122053.4,0.48,0.56,1
Yorick,Rengar,Akali,Yunara,Mel,Chogath,Shyvana,Zed,Vayne,Zoe,0.0,0.0,91125.8,174239.6,0.46,0.48,0
Garen,Sylas,Yasuo,Smolder,Yuumi,Nasus,Vi,Akali,Aphelios,Thresh,0.0,0.0,181895.2,457740.6,0.4,0.52,0
Irelia,Warwick,Yasuo,Tristana,Yuumi,Kayle,Kindred,Malzahar,Twitch,Neeko,0.0,0.0,38156.2,44413.4,0.7,0.46,0
Nasus,XinZhao,Malzahar,MissFortune,Zyra,Teemo,Warwick,Yone,Smolder,Maokai,0.0,0.0,280816.4,118929.6,0.56,0.38,1
Volibear,DrMundo,LeeSin,Sivir,Brand,MasterYi,Nasus,Hwei,Aphelios,Shen,0.0,0.0,214868.8,517528.0,0.36,0.44,0
Yorick,Warwick,Lux,Tristana,Leona,Aatrox,Nasus,Vex,Ezreal,Brand,0.0,0.0,404184.6,83831.6,0.42,0.46,1
Yone,Zed,Veigar,MissFortune,Mel,Sett,Viego,Fizz,Yunara,Brand,0.0,0.0,124666.0,146594.4,0.42,0.5,0
Sion,Viego,Yasuo,Jinx,Leona,FiddleSticks,Kayn,Sylas,Caitlyn,Sona,0.0,0.0,216688.0,85458.8,0.44,0.42,0
Trundle,Jax,Lux,Smolder,Pantheon,Kayle,Malphite,Yasuo,MissFortune,Blitzcrank,0.0,0.0,71454.6,163362.2,0.54,0.46,0
Teemo,Briar,Vladimir,Ashe,AurelionSol,Heimerdinger,Lillia,Mel,Akshan,Zyra,0.0,0.0,250603.2,49131.4,0.46,0.44,1
Mordekaiser,Shen,Akali,Ezreal,Sona,Yorick,Briar,Lissandra,Tristana,Lux,0.0,0.0,88437.2,182836.8,0.44,0.52,0
Vayne,Amumu,Veigar,MissFortune,Velkoz,Mordekaiser,Zaahen,Talon,Ziggs,Seraphine,0.0,0.0,101394.6,239107.4,0.6,0.5,1
Tryndamere,Sejuani,Yasuo,Caitlyn,Brand,Chogath,LeeSin,Leblanc,Kaisa,Maokai,0.0,0.0,88100.0,77452.0,0.46,0.38,0
Garen,Kayn,Ahri,Brand,Bard,Riven,MasterYi,Akali,Smolder,Sona,0.0,0.0,41891.8,124946.4,0.46,0.48,0
Urgot,Nocturne,Yasuo,MissFortune,Heimerdinger,Yone,Pantheon,Lissandra,Jinx,Lux,0.0,0.0,266035.2,72952.6,0.4,0.5,1
Sett,Nunu,Akali,Jhin,Lux,Malphite,Amumu,Yone,Kaisa,Maokai,0.0,0.0,141879.2,186875.2,0.52,0.48,0
Mordekaiser,Kayn,Malzahar,Tristana,Mel,Gwen,Shyvana,Kayle,Caitlyn,Blitzcrank,0.0,0.0,61542.2,75597.4,0.52,0.58,1
Irelia,MasterYi,Ahri,MissFortune,Veigar,KSante,Jax,Yasuo,Smolder,Thresh,0.0,0.0,124937.6,142300.8,0.54,0.4,0
Garen,Volibear,Lux,Jinx,Seraphine,Jax,Evelynn,Veigar,Yunara,Blitzcrank,0.0,0.0,54705.8,117914.2,0.42,0.5,0
Gnar,Vi,Ekko,Smolder,Malphite,Volibear,Camille,AurelionSol,Jhin,Brand,0.0,0.0,91683.4,81402.6,0.62,0.5,0
Sett,Jax,Veigar,Tristana,Mel,Illaoi,Viego,Fizz,MissFortune,Lux,0.0,0.0,13343.4,56566.4,0.4,0.5,1
Heimerdinger,Nocturne,Vex,KogMaw,Lux,Kayle,Zaahen,Yone,MissFortune,TahmKench,0.0,0.0,51855.8,236055.6,0.46,0.6,1
Nasus,Shyvana,Leona,Varus,Nautilus,Sett,Zaahen,Mel,Caitlyn,Morgana,0.0,0.0,103791.0,91281.0,0.48,0.44,0
Teemo,Viego,Xerath,Kindred,Lux,Garen,LeeSin,Malzahar,MissFortune,Seraphine,0.0,0.0,65305.4,262287.8,0.36,0.48,1
Singed,Kindred,Diana,Caitlyn,Milio,Garen,Shyvana,Irelia,Twitch,Sona,0.0,0.0,66960.6,83925.8,0.64,0.4467,0
Neeko,Volibear,Malzahar,MissFortune,Nami,Sett,Shyvana,Ahri,Samira,Nautilus,0.0,0.0,229272.0,130954.2,0.52,0.54,0
Irelia,Khazix,Yasuo,Xayah,Rakan,Kled,Graves,Galio,MissFortune,Brand,0.0,0.0,464838.6,85637.2,0.44,0.54,0
Darius,Malphite,Pantheon,Samira,Morgana,Lissandra,Volibear,Kassadin,Jinx,Lux,0.0,0.0,99678.2,317328.0,0.52,0.42,0
Urgot,Kayn,Aurora,Jhin,Lux,Singed,Evelynn,Naafiri,Jinx,Pyke,0.0,0.0,302150.8,373364.8,0.44,0.34,0
Renekton,Jax,Veigar,Corki,Swain,Illaoi,Shaco,Yasuo,Smolder,Rakan,0.0,0.0,141494.2,154680.0,0.4,0.48,1
TahmKench,Nocturne,Leblanc,Caitlyn,Swain,Yone,Hecarim,Aurora,Ashe,Lux,0.0,0.0,110372.8,244076.0,0.42,0.36,0
Mordekaiser,MasterYi,Lux,Ziggs,Seraphine,Zaahen,Viego,Yone,Neeko,Zyra,0.0,0.0,64111.4,80227.4,0.4,0.54,0
Renekton,MasterYi,Veigar,Vayne,Morgana,Gwen,Viego,Xerath,Aphelios,Lux,0.0,0.0,96034.4,78692.4,0.42,0.4,0
Teemo,Shaco,Akali,MissFortune,Mel,Sion,Kindred,Yasuo,Jinx,Lux,0.0,0.0,312218.8,634330.2,0.56,0.58,0
Yasuo,Evelynn,Ekko,Aphelios,Lulu,Jayce,Graves,Xerath,Jhin,Rell,0.0,0.0,70359.2,28538.0,0.64,0.36,1
Vayne,Volibear,Azir,MissFortune,Shen,Teemo,Garen,Tryndamere,Nilah,Neeko,0.0,0.0,144457.8,209623.8,0.54,0.4,0
Teemo,Nocturne,Jhin,MissFortune,Alistar,Yorick,Jax,Akshan,Lucian,Seraphine,0.0,0.0,91555.2,50517.2,0.54,0.58,1
Yasuo,Warwick,Galio,Jinx,Braum,Ornn,Jax,Mel,Ashe,Senna,0.0,0.0,175260.8,97349.0,0.56,0.4933,0
Tryndamere,Trundle,Vladimir,Jinx,Janna,Garen,Diana,Qiyana,Tristana,Soraka,0.0,0.0,98500.4,266159.4,0.34,0.46,1
Malphite,Nunu,Irelia,Smolder,Morgana,Sett,Jax,Syndra,Kaisa,Sona,0.0,0.0,136769.4,101707.0,0.36,0.46,1
Sett,Khazix,Yasuo,MissFortune,Mel,Mordekaiser,Rengar,Diana,Caitlyn,Lux,0.0,0.0,292373.4,118564.8,0.48,0.52,1
Yone,Sejuani,Aurora,MissFortune,Mel,Nasus,Mordekaiser,Yasuo,Tristana,Lux,0.0,0.0,43375.8,313945.4,0.42,0.48,0
Olaf,Nocturne,Yasuo,MissFortune,Morgana,Ornn,Malphite,Yone,Varus,Velkoz,0.0,0.0,175007.8,28654.0,0.52,0.54,0
Sett,DrMundo,Diana,Samira,Lux,Olaf,XinZhao,Akshan,MissFortune,Warwick,0.0,0.0,135279.8,62417.4,0.52,0.36,0
Trundle,Viego,Viktor,Twitch,Mel,Renekton,MasterYi,Kassadin,Vayne,Brand,0.0,0.0,57634.2,84222.6,0.44,0.52,0
Varus,Warwick,Vex,Samira,Pantheon,Urgot,MasterYi,Morgana,Caitlyn,Milio,0.0,0.0,37712.8,221519.4,0.6,0.44,0
Kayle,Warwick,Shen,MissFortune,Mel,Yorick,Volibear,Vladimir,Sivir,Seraphine,0.0,0.0,68593.0,202993.4,0.34,0.44,0
Renekton,Hecarim,Zed,Ashe,Seraphine,Sett,Chogath,Veigar,Ezreal,Velkoz,0.0,0.0,60274.8,99882.4,0.46,0.4,0
Anivia,Kayn,Yone,Brand,Tristana,Ambessa,Ivern,Naafiri,Caitlyn,Morgana,0.0,0.0,36483.0,32608.4,0.5,0.44,1
Tryndamere,Belveth,Yasuo,MissFortune,Lux,Darius,Aatrox,Ahri,Jinx,Nami,0.0,0.0,178728.6,52591.0,0.44,0.36,1
Jax,MasterYi,Malzahar,Mel,Zyra,Senna,MonkeyKing,Veigar,Ezreal,Nautilus,0.0,0.0,140343.8,164334.8,0.52,0.5,1
Trundle,Viego,Ahri,MissFortune,Mel,Urgot,Briar,Katarina,Jax,Maokai,0.0,0.0,132990.4,124691.0,0.36,0.4,1
Teemo,Shyvana,Malzahar,Samira,Lux,Tryndamere,MonkeyKing,Qiyana,Nilah,Blitzcrank,0.0,0.0,51291.2,71998.4,0.42,0.48,0
Aphelios,Viego,Lux,Kalista,Nautilus,Sett,Zed,Ahri,Draven,Morgana,0.0,0.0,56274.6,95710.0,0.46,0.58,0
Sett,Shyvana,Yasuo,Caitlyn,Lux,MasterYi,Naafiri,Fizz,Ezreal,Mel,0.0,0.0,176377.2,74889.4,0.36,0.46,1
Aurora,Volibear,Veigar,Caitlyn,Sona,Zaahen,Malphite,Talon,Jinx,Nautilus,0.0,0.0,65447.2,168305.2,0.48,0.48,1
Jax,Graves,Seraphine,Jhin,Leona,DrMundo,Shaco,Leblanc,Jinx,Morgana,0.0,0.0,88345.8,362492.6,0.48,0.5,0
Darius,XinZhao,Tryndamere,Varus,Seraphine,Renekton,Volibear,Mel,Jhin,Lux,0.0,0.0,350947.6,99144.2,0.52,0.58,0
Jax,Trundle,Yone,Jhin,Swain,MasterYi,Graves,Veigar,Jinx,Leona,0.0,0.0,46999.4,82419.0,0.42,0.38,1
Yone,Jax,Malzahar,Xayah,Rakan,Heimerdinger,Viego,Ahri,MissFortune,Morgana,0.0,0.0,57173.0,364329.6,0.38,0.46,0
Caitlyn,Jax,Lux,Tristana,Morgana,Varus,Trundle,Yasuo,Smolder,Pyke,0.0,0.0,169415.4,72950.2,0.62,0.56,1
Kayle,Udyr,Zed,MissFortune,Shen,Camille,Evelynn,Malzahar,Ashe,Morgana,0.0,0.0,72135.4,159411.0,0.5156,0.44,0
Sett,Kayn,Mel,Smolder,Swain,Heimerdinger,Darius,Veigar,Samira,Pyke,0.0,0.0,114431.0,139632.2,0.58,0.54,1
Malphite,Viego,Yunara,Draven,Karma,Zaahen,Shaco,Mel,Caitlyn,Nami,0.0,0.0,118779.2,133967.0,0.56,0.4,0
Zaahen,MasterYi,Yasuo,Sivir,Yuumi,Akali,Briar,Yone,Jinx,Nautilus,0.0,0.0,62005.6,43929.0,0.54,0.52,0
Chogath,Kayn,Ahri,Nilah,Yuumi,FiddleSticks,Nocturne,Lux,Varus,Anivia,0.0,0.0,89898.6,175788.6,0.36,0.38,1
Nasus,Kayn,Syndra,Ashe,Brand,Tryndamere,Viego,Heimerdinger,Jinx,TahmKench,0.0,0.0,394994.6,1061788.0,0.42,0.52,1
Yone,Volibear,Ahri,Hwei,Thresh,Nasus,Vi,Yasuo,Jinx,Leona,0.0,0.0,373702.6,203147.8,0.5,0.48,1
Irelia,Rammus,Vex,Caitlyn,Neeko,Teemo,Zed,Akali,Ezreal,Janna,0.0,0.0,55807.4,246700.0,0.4667,0.5,1
Jayce,Shaco,Lissandra,Senna,Swain,Yone,Viego,Mel,KogMaw,Nautilus,0.0,0.0,252684.0,49999.2,0.5,0.4,0
Jax,Rammus,Katarina,Jinx,Seraphine,Fiora,MasterYi,Akali,MissFortune,Nami,0.0,0.0,156010.6,168035.2,0.5,0.5,1
Mordekaiser,Warwick,Lissandra,Jhin,Lux,Shyvana,Volibear,Akali,Varus,Sona,0.0,0.0,131432.0,222180.0,0.34,0.54,0
Ornn,Warwick,Neeko,Jhin,Yuumi,Irelia,Malphite,AurelionSol,Draven,Milio,0.0,0.0,677571.2,42616.8,0.38,0.4,0
Urgot,Warwick,Veigar,Jinx,Lulu,Nasus,Kayn,Taliyah,Mel,Blitzcrank,0.0,0.0,41505.0,100453.0,0.5,0.42,1
Urgot,Kayn,AurelionSol,Xerath,Seraphine,Malphite,Amumu,Akali,Kalista,Nautilus,0.0,0.0,161224.6,24526.6,0.52,0.5,1
Akali,Lillia,Morgana,Caitlyn,TahmKench,Jax,MasterYi,Yone,Ezreal,Malphite,0.0,0.0,418541.8,709393.0,0.5,0.38,1
Gangplank,Viego,Yone,Corki,Lux,Mordekaiser,Jax,Neeko,Sivir,Karma,0.0,0.0,47656.4,305751.4,0.38,0.36,0
Varus,Warwick,Yasuo,MissFortune,Lux,Teemo,MasterYi,Yone,Jinx,Velkoz,0.0,0.0,420813.8,576590.2,0.4,0.42,0
Heimerdinger,Chogath,Malphite,Sivir,TahmKench,Darius,Talon,Vex,MissFortune,Morgana,0.0,0.0,175976.0,136608.4,0.52,0.5,1
Jax,Darius,Mel,Jinx,Taric,Smolder,Volibear,Veigar,Jhin,Rakan,0.0,0.0,22904.8,87450.0,0.48,0.36,0
Riven,Nidalee,TwistedFate,Sivir,Morgana,Aatrox,Nocturne,Katarina,Draven,Mel,0.0,0.0,25954.2,122671.8,0.48,0.42,0
Ornn,Kayn,Ahri,Jhin,Morgana,Gragas,Kindred,Zed,MissFortune,Malphite,0.0,0.0,88978.6,92161.2,0.5,0.54,0
Yasuo,Kayn,Naafiri,Jhin,Sona,Illaoi,MasterYi,Azir,Caitlyn,Seraphine,0.0,0.0,84301.6,139866.4,0.5,0.52,0
Yone,Teemo,Yasuo,Mel,Lux,Sett,MasterYi,Irelia,Varus,Sona,0.0,0.0,73255.8,39444.8,0.4,0.38,0
Kayn,Naafiri,Ahri,MissFortune,Morgana,Tryndamere,Vi,Vex,Jinx,Velkoz,0.0,0.0,397709.6,110046.2,0.34,0.46,0
Shaco,DrMundo,Yasuo,MissFortune,Lux,Malphite,Hecarim,Zoe,Caitlyn,Morgana,0.0,0.0,249423.4,80501.8,0.36,0.46,1
Fizz,Shaco,Mordekaiser,Swain,Nautilus,Brand,Amumu,Yasuo,MissFortune,Lux,0.0,0.0,95621.6,455948.6,0.66,0.4,0
