blue_champ_1,blue_champ_2,blue_champ_3,blue_champ_4,blue_champ_5,red_champ_1,red_champ_2,red_champ_3,red_champ_4,red_champ_5,blue_avg_rank,red_avg_rank,blue_avg_mastery,red_avg_mastery,blue_avg_recent_wr,red_avg_recent_wr,blue_win
Mordekaiser,Kayn,Vex,MissFortune,Thresh,Vladimir,Volibear,Aurora,Aphelios,TahmKench,0.0,0.0,80650.2,49712.8,0.54,0.36,0
Chogath,Nasus,Caitlyn,Jhin,Nami,Teemo,Vi,Veigar,Smolder,Brand,0.0,0.0,613592.2,401269.0,0.48,0.4,0
Fiora,Viego,Lux,Tristana,Thresh,Sett,Nidalee,Mel,Aphelios,Neeko,0.0,0.0,70014.0,92649.0,0.46,0.46,0
Urgot,Talon,Diana,Teemo,Neeko,Brand,Jax,Ahri,Jhin,Senna,0.0,0.0,440128.0,318563.6,0.48,0.46,1
Garen,Kayn,Darius,Vayne,Yuumi,Urgot,MasterYi,Veigar,Yasuo,Brand,0.0,0.0,47954.2,36044.6,0.46,0.44,0
Teemo,Viego,Yasuo,Caitlyn,Rell,Volibear,Kindred,Mel,Jhin,Morgana,0.0,0.0,160582.0,58265.4,0.4629,0.5267,0
Garen,Viego,Hwei,Xayah,Thresh,Jax,Kayn,Swain,Twitch,Neeko,0.0,0.0,61978.2,64849.2,0.46,0.46,1
Kayle,Jax,Akali,Vayne,Veigar,Malphite,MasterYi,Zed,Caitlyn,Morgana,0.0,0.0,123198.6,326678.8,0.56,0.48,1
Ornn,Volibear,Zed,MissFortune,Xerath,DrMundo,Kayn,Talon,Naafiri,Rell,0.0,0.0,344423.8,168400.0,0.5,0.48,0
Irelia,Naafiri,Fizz,Smolder,Thresh,Jax,Ekko,Azir,Brand,Swain,0.0,0.0,141891.0,52907.2,0.58,0.48,0
Kayle,DrMundo,Lissandra,MissFortune,Nautilus,Illaoi,MasterYi,Veigar,Kaisa,Pyke,0.0,0.0,62462.6,326328.6,0.46,0.52,1
Kayle,MasterYi,Tristana,Blitzcrank,Yasuo,Veigar,Viego,Naafiri,Ashe,Thresh,0.0,0.0,328529.4,104311.2,0.5,0.32,0
Teemo,MasterYi,Katarina,Renekton,Swain,DrMundo,Naafiri,AurelionSol,Jhin,Nami,0.0,0.0,61782.2,93738.2,0.32,0.58,0
Darius,Volibear,Sylas,MissFortune,TahmKench,Illaoi,Jax,Diana,Samira,Swain,0.0,0.0,139118.6,232169.2,0.5,0.5,0
MonkeyKing,DrMundo,Yasuo,MissFortune,Malphite,Morgana,Viego,Nasus,Jinx,Swain,0.0,0.0,93720.6,80854.4,0.48,0.56,0
Volibear,Warwick,Yone,MissFortune,Pyke,Irelia,DrMundo,Vex,Caitlyn,Morgana,0.0,0.0,130513.6,88587.4,0.5,0.5,1
Garen,Warwick,Yone,Ezreal,Xerath,Riven,Nocturne,Annie,Twitch,Bard,0.0,0.0,154607.2,70633.6,0.48,0.42,1
Chogath,JarvanIV,Heimerdinger,Samira,Maokai,Urgot,Jax,Diana,Jinx,Blitzcrank,0.0,0.0,41297.6,146390.0,0.42,0.38,1
Elise,MasterYi,Sylas,Samira,Seraphine,Shen,Warwick,Ahri,Caitlyn,TahmKench,0.0,0.0,412672.0,122818.8,0.38,0.44,0
Rumble,MonkeyKing,Yone,Caitlyn,AurelionSol,Mordekaiser,Trundle,Diana,Samira,Leona,0.0,0.0,199699.8,79455.4,0.4,0.46,0
Sett,Viego,Irelia,Zeri,Leona,Mordekaiser,Jax,Xerath,Yasuo,Neeko,0.0,0.0,93441.6,104844.2,0.42,0.48,1
Gwen,MasterYi,Malzahar,MissFortune,Lux,Chogath,Viego,Teemo,Ashe,Blitzcrank,0.0,0.0,653671.8,121353.0,0.52,0.54,1
Teemo,Nocturne,Malzahar,Smolder,Shen,MasterYi,Viego,Akali,Tristana,Anivia,0.0,0.0,105772.0,197468.0,0.58,0.66,0
Velkoz,Viego,Zoe,KogMaw,Senna,Mordekaiser,Elise,Irelia,Ashe,Seraphine,0.0,0.0,219202.8,74908.6,0.4,0.4,0
Garen,Lillia,Yone,Twitch,Senna,TahmKench,Kayn,Irelia,Viego,Sett,0.0,0.0,110888.2,67200.8,0.62,0.32,0
Malphite,Viego,AurelionSol,MissFortune,Morgana,Aatrox,Zed,Velkoz,Twitch,TahmKench,0.0,0.0,171314.4,181546.4,0.44,0.38,0
Jax,MasterYi,Malzahar,MissFortune,Velkoz,Singed,Evelynn,Viktor,Vayne,Soraka,0.0,0.0,1147621.6,80143.0,0.48,0.48,0
Sett,Sylas,Zed,Samira,Neeko,Kayle,Tryndamere,Gragas,Jinx,Blitzcrank,0.0,0.0,167990.2,182691.0,0.42,0.54,1
Sion,Nocturne,Sylas,Jhin,Blitzcrank,Jax,Shaco,Ryze,Smolder,Seraphine,0.0,0.0,70255.2,66011.6,0.48,0.38,0
Mordekaiser,Khazix,Malzahar,Kaisa,Mel,Jax,MasterYi,Veigar,Draven,Soraka,0.0,0.0,54786.0,38692.2,0.52,0.5,1
Yone,Jax,Lux,MissFortune,Anivia,Sion,Khazix,Veigar,Jinx,Morgana,0.0,0.0,204346.4,185163.0,0.46,0.38,1
Chogath,Warwick,Ahri,Jhin,Leona,Darius,Nautilus,Zed,Smolder,Lux,0.0,0.0,19034.8,114109.6,0.38,0.58,0
Garen,Viego,Leblanc,MissFortune,Thresh,Riven,Kayn,Malzahar,Jhin,Soraka,0.0,0.0,149001.4,174630.0,0.46,0.6,0
Shen,Shaco,Lissandra,Jhin,Pantheon,Ambessa,MonkeyKing,Mel,Caitlyn,Seraphine,0.0,0.0,239607.2,97859.6,0.42,0.28,0
Vayne,Lillia,Veigar,Samira,Renata,Yasuo,JarvanIV,Zed,Jinx,Soraka,0.0,0.0,35297.8,145234.0,0.54,0.42,1
DrMundo,Gragas,Xerath,MissFortune,Lulu,Kennen,JarvanIV,Akali,Nilah,Taric,0.0,0.0,424793.0,47960.6,0.44,0.48,0
Garen,Zed,Veigar,MissFortune,Seraphine,Trundle,Nocturne,Fizz,Caitlyn,Morgana,0.0,0.0,108636.4,166074.8,0.5,0.5,1
Darius,Lillia,Diana,Senna,Blitzcrank,Trundle,Shyvana,Vex,Kalista,Nautilus,0.0,0.0,66636.2,45811.8,0.46,0.5,1
Teemo,Evelynn,Annie,Jhin,Morgana,Darius,Shyvana,Fizz,Lucian,Yuumi,0.0,0.0,172775.8,1352479.4,0.44,0.28,1
Yorick,XinZhao,Yasuo,Veigar,Soraka,Sett,Briar,Naafiri,Ezreal,Morgana,0.0,0.0,107444.0,128556.4,0.42,0.56,1
Jax,Twitch,Yasuo,Yunara,Pyke,Mordekaiser,Hecarim,Zed,Ziggs,Amumu,0.0,0.0,98537.6,104938.4,0.44,0.38,0
Mordekaiser,Evelynn,Lux,MissFortune,Seraphine,Malphite,Viego,Ziggs,Aphelios,Nautilus,0.0,0.0,238926.8,119631.0,0.62,0.38,0
Jayce,Khazix,Veigar,MissFortune,Zoe,Volibear,Ekko,Malzahar,Ashe,Seraphine,0.0,0.0,71599.0,118351.4,0.44,0.54,0
Yone,Amumu,Yasuo,Smolder,Lux,Jax,Volibear,Zoe,Ashe,Leona,0.0,0.0,24691.4,135185.2,0.42,0.38,0
Yone,Amumu,Vex,KogMaw,Soraka,Yasuo,Jax,Akali,Samira,Seraphine,0.0,0.0,291304.0,120430.6,0.52,0.52,1
Vladimir,Viego,Kassadin,Mel,Blitzcrank,Mordekaiser,Zac,Irelia,Vayne,Morgana,0.0,0.0,172567.0,35888.2,0.42,0.54,1
Yone,Diana,Zed,MissFortune,Sona,Sett,MasterYi,Ekko,Caitlyn,Seraphine,0.0,0.0,82560.2,52799.0,0.64,0.48,1
Gwen,Twitch,Heimerdinger,Xayah,Mel,Teemo,Amumu,Mordekaiser,Jhin,Lux,0.0,0.0,73879.8,42341.4,0.34,0.52,0
Jax,Kayn,Jayce,Vayne,Nami,Nasus,Graves,Lissandra,Ashe,Thresh,0.0,0.0,400781.8,345920.0,0.56,0.42,0
Teemo,Kayn,Zoe,MissFortune,Sona,Kayle,Diana,Veigar,Vayne,Mel,0.0,0.0,37390.0,119795.8,0.48,0.42,0
Sion,Nunu,Diana,Samira,Morgana,Darius,MasterYi,Heimerdinger,MissFortune,Senna,0.0,0.0,154489.0,120860.4,0.54,0.4,0
Sett,Malphite,Zed,Jinx,Seraphine,TahmKench,Hecarim,Teemo,Ashe,Lux,0.0,0.0,430141.4,98704.2,0.54,0.5,1
Singed,Hecarim,Xerath,Jinx,Mel,Kayle,Khazix,Malzahar,Tristana,Zyra,0.0,0.0,51102.6,19172.0,0.54,0.64,0
Pantheon,Shyvana,Zoe,Tristana,Mel,Darius,Lillia,Diana,Vayne,Yuumi,0.0,0.0,52495.6,43313.8,0.56,0.6,1
Kayle,Kindred,Zoe,Lucian,Lux,Malphite,Amumu,Akali,Jinx,Morgana,0.0,0.0,93642.0,207330.6,0.54,0.48,0
Ornn,Warwick,Lux,Xayah,Milio,DrMundo,XinZhao,Sylas,Kaisa,Pyke,0.0,0.0,176380.6,101355.6,0.64,0.48,0
Malphite,Nocturne,Veigar,Ashe,Nautilus,Yorick,Volibear,Akali,MissFortune,Leona,0.0,0.0,88107.2,130645.4,0.6,0.44,1
Jax,Graves,Karma,Jinx,Xerath,Sett,Viego,Anivia,Caitlyn,Zyra,0.0,0.0,101032.0,30193.0,0.52,0.48,1
TahmKench,Evelynn,Zed,Jhin,Nami,Warwick,Rengar,Irelia,Ashe,Lux,0.0,0.0,571791.6,170573.6,0.42,0.52,0
Nasus,Nocturne,Akali,Aphelios,Senna,Chogath,Vi,Xerath,Lucian,Alistar,0.0,0.0,84443.2,129424.4,0.44,0.42,0
Ornn,MasterYi,Sylas,Caitlyn,Leona,Kayle,Khazix,Ahri,Corki,Nami,0.0,0.0,121751.6,108383.4,0.56,0.54,0
Nasus,Shaco,Yasuo,Xayah,Seraphine,Garen,Pantheon,Galio,Syndra,Renata,0.0,0.0,53186.0,258089.2,0.6,0.44,1
Ornn,Karthus,Yasuo,MissFortune,Lux,Chogath,Jax,Zed,Caitlyn,Shaco,0.0,0.0,95034.4,292256.0,0.44,0.38,1
Teemo,MasterYi,Zoe,Caitlyn,Senna,Aatrox,JarvanIV,Veigar,Jhin,Morgana,0.0,0.0,193228.8,49104.8,0.38,0.34,0
Volibear,Mordekaiser,Yone,MissFortune,Seraphine,Riven,MonkeyKing,Diana,Tristana,Morgana,0.0,0.0,45593.2,87931.6,0.52,0.5,1
Gwen,Viego,Akali,MissFortune,Swain,Yorick,Briar,Sion,Kindred,Lux,0.0,0.0,31660.2,124671.2,0.54,0.44,1
Zaahen,Neeko,Kassadin,Tryndamere,Lux,Vladimir,Jax,Malzahar,Caitlyn,Seraphine,0.0,0.0,102371.2,87069.2,0.48,0.46,0
Darius,Twitch,Lux,Cassiopeia,Teemo,Heimerdinger,Shaco,Syndra,Jinx,Velkoz,0.0,0.0,374143.4,178961.4,0.48,0.42,0
DrMundo,Shyvana,Qiyana,Ezreal,Nautilus,TahmKench,Zed,Akali,Jhin,Nami,0.0,0.0,16442.2,156920.2,0.52,0.5,0
Tryndamere,Jax,Fizz,Kaisa,Lulu,Ornn,Volibear,Malzahar,Jinx,Sona,0.0,0.0,26217.2,146811.0,0.52,0.54,1
Nasus,Graves,Hwei,Jinx,TahmKench,Yorick,Viego,Yone,Jhin,Anivia,0.0,0.0,71617.0,33652.0,0.46,0.4,0
Sett,MasterYi,Naafiri,Draven,Taliyah,Mordekaiser,Warwick,Twitch,Ashe,TahmKench,0.0,0.0,37214.6,37613.6,0.38,0.395,1
Heimerdinger,Kayn,Hwei,Vayne,Blitzcrank,Nasus,Shyvana,Viktor,Jinx,Mel,0.0,0.0,71627.4,30325.4,0.42,0.6,0
Quinn,Khazix,Yasuo,Ziggs,Brand,Darius,Volibear,Seraphine,MasterYi,Lux,0.0,0.0,100950.0,157017.6,0.4,0.38,0
Teemo,Naafiri,Ahri,Twitch,Mel,Malphite,Nocturne,Brand,KogMaw,Seraphine,0.0,0.0,34726.2,126236.8,0.38,0.44,1
Illaoi,Khazix,Syndra,Kaisa,Lux,Jayce,Jax,Naafiri,Vayne,Seraphine,0.0,0.0,163270.2,37541.6,0.4,0.54,0
Mordekaiser,Zaahen,Lux,Caitlyn,Blitzcrank,Aatrox,Kayn,Sylas,Jinx,Morgana,0.0,0.0,229753.6,138695.0,0.34,0.42,1
Shen,Kayn,Yasuo,Jhin,Swain,Jax,Shyvana,Mel,Jinx,Bard,0.0,0.0,243841.4,48261.2,0.58,0.42,0
Chogath,Nidalee,Leblanc,Jinx,Lux,Veigar,Viego,Ekko,MissFortune,Thresh,0.0,0.0,779775.6,166167.8,0.54,0.34,0
Teemo,Nocturne,MissFortune,Caitlyn,Sona,Yasuo,Hecarim,Akali,Kaisa,Braum,0.0,0.0,302983.0,167607.2,0.52,0.52,0
Mordekaiser,Viego,Zed,Cassiopeia,Leona,Kayle,Kayn,Yasuo,Smolder,TahmKench,0.0,0.0,99418.8,217247.8,0.44,0.36,0
Sion,Viego,Velkoz,Jhin,Lux,Chogath,Udyr,Veigar,Tristana,Mel,0.0,0.0,85954.8,67117.0,0.46,0.5,1
Darius,Kayn,Teemo,Vayne,Blitzcrank,Malphite,Nocturne,Veigar,Xayah,TahmKench,0.0,0.0,186690.8,42452.8,0.36,0.56,1
Sett,MasterYi,Veigar,MissFortune,Lux,TahmKench,Jax,Katarina,Caitlyn,Mel,0.0,0.0,370790.2,78398.8,0.58,0.46,0
Vayne,Warwick,Syndra,Samira,Mel,Sion,Evelynn,Naafiri,Kaisa,Lux,0.0,0.0,106986.2,563823.4,0.44,0.52,0
Volibear,Kindred,Veigar,Vayne,Braum,Illaoi,MasterYi,Zed,Aphelios,Swain,0.0,0.0,115749.8,386517.0,0.6,0.46,0
Kayle,Vi,Annie,Tristana,Neeko,KSante,Viego,Vex,Caitlyn,Pantheon,0.0,0.0,59573.2,83454.0,0.44,0.46,1
Darius,Trundle,Aurora,Samira,Rell,Yone,Jax,Taliyah,Ashe,Nami,0.0,0.0,7892.0,60893.4,0.54,0.46,1
Teemo,Sylas,Ziggs,MissFortune,Nami,Sett,Viego,Malphite,Vayne,Morgana,0.0,0.0,133590.6,247267.0,0.52,0.48,1
Jayce,Nocturne,Xerath,Jinx,Milio,Sett,Qiyana,Akali,Aphelios,Lulu,0.0,0.0,96545.4,64523.0,0.56,0.48,0
Olaf,Viego,Yasuo,Tristana,Mel,Sett,Lillia,Sion,Varus,Swain,0.0,0.0,196032.6,44966.8,0.44,0.56,1
Senna,Nasus,Fizz,Jhin,Mel,Darius,JarvanIV,Taliyah,Aphelios,Leona,0.0,0.0,76100.0,46082.8,0.38,0.68,1
Tryndamere,Hecarim,Sylas,Ashe,Skarner,Malphite,Rengar,Veigar,Ezreal,Senna,0.0,0.0,53852.0,68024.8,0.5,0.4,0
TahmKench,Shyvana,Lux,Caitlyn,Shen,Garen,Tryndamere,Naafiri,Jinx,Morgana,0.0,0.0,127185.8,106903.0,0.46,0.54,0
Sion,Kayn,Smolder,Twitch,Neeko,Renekton,FiddleSticks,Ahri,Sivir,Ashe,0.0,0.0,28198.8,924273.6,0.58,0.42,0
Vayne,Viego,Viktor,MissFortune,Nautilus,Varus,Sylas,Ahri,Jhin,Morgana,0.0,0.0,246143.2,77037.2,0.52,0.18,1
TahmKench,Viego,Zed,Varus,Yuumi,Sett,Graves,Jhin,Caitlyn,FiddleSticks,0.0,0.0,61573.0,77295.4,0.6,0.4,0
Riven,Darius,Jayce,Vayne,Pyke,Kayle,Viego,Akshan,Yunara,Teemo,0.0,0.0,453246.8,102337.4,0.46,0.5,1
Illaoi,MasterYi,Zed,MissFortune,Leona,Vayne,Rammus,Vex,Jinx,Morgana,0.0,0.0,229031.4,43625.6,0.4,0.56,1
Chogath,Ekko,Neeko,MasterYi,Brand,Garen,Nunu,Ahri,Ezreal,Lulu,0.0,0.0,146902.0,114828.4,0.52,0.58,0
Teemo,Twitch,Xerath,Caitlyn,Seraphine,Rammus,Warwick,Naafiri,Lucian,Pyke,0.0,0.0,218530.8,145978.0,0.4,0.32,1
Yone,Briar,Brand,MissFortune,Karma,Mordekaiser,Ekko,Kassadin,Ashe,Rell,0.0,0.0,95388.8,1707256.8,0.44,0.5,1
Quinn,Volibear,Irelia,MissFortune,Brand,Shen,Warwick,Lillia,Ezreal,Seraphine,0.0,0.0,51580.4,187386.6,0.48,0.52,0
Fiora,Hecarim,Orianna,Caitlyn,Xerath,Irelia,MonkeyKing,Lux,Ashe,Soraka,0.0,0.0,70345.6,671988.8,0.4,0.56,1
Teemo,Graves,Yone,Veigar,Mel,Yorick,Viego,Katarina,Sivir,TahmKench,0.0,0.0,38492.2,18144.4,0.4,0.54,0
Garen,Viego,Zed,Caitlyn,Zoe,Mordekaiser,Jax,Yasuo,MissFortune,Morgana,0.0,0.0,14380.2,104662.8,0.48,0.42,0
Chogath,Nocturne,Yone,Jhin,Nami,Urgot,Shyvana,Galio,Smolder,Seraphine,0.0,0.0,26827.4,54809.2,0.5,0.52,1
Jax,Lillia,Mel,MissFortune,Lux,Mordekaiser,Nasus,Xerath,Nilah,Pantheon,0.0,0.0,54627.0,34767.6,0.44,0.42,0
Akshan,Nocturne,Yone,MissFortune,Lux,Malphite,Briar,Akali,Caitlyn,Ezreal,0.0,0.0,100322.2,17613.6,0.38,0.34,1
Yone,Viego,Diana,Sivir,Lux,Briar,Zed,Mel,MissFortune,Senna,0.0,0.0,36385.8,41096.2,0.6,0.52,0
Yorick,Warwick,Ahri,Caitlyn,Yuumi,Yone,Nunu,Zed,Ziggs,Malphite,0.0,0.0,125331.4,146556.6,0.42,0.5,1
Akali,Shyvana,Naafiri,Ezreal,Swain,Volibear,Sylas,Yone,Jhin,Brand,0.0,0.0,307609.0,173539.8,0.5,0.42,0
Graves,Hecarim,Ekko,Twitch,Nautilus,Garen,Viego,Diana,Pantheon,Seraphine,0.0,0.0,22144.6,189646.4,0.38,0.42,1
Chogath,Talon,Leblanc,KogMaw,Lulu,Jax,MasterYi,Ahri,Caitlyn,Lux,0.0,0.0,221036.8,96822.2,0.46,0.48,0
Zac,Kayn,MonkeyKing,Ezreal,Milio,Sion,MasterYi,Cassiopeia,Vayne,Nasus,0.0,0.0,63205.6,81787.2,0.52,0.56,1
Warwick,Rengar,Chogath,Samira,TahmKench,Mordekaiser,Karthus,Kassadin,Jhin,Pantheon,0.0,0.0,39362.6,59711.8,0.42,0.34,1
Tryndamere,Shaco,AurelionSol,Nilah,Seraphine,Gnar,Nocturne,Vex,Neeko,Morgana,0.0,0.0,38375.4,45492.8,0.38,0.57,1
Singed,XinZhao,Veigar,Tristana,Rakan,Quinn,Ekko,Ryze,Caitlyn,Hwei,0.0,0.0,24117.8,612784.2,0.2,0.5,0
Teemo,LeeSin,Yasuo,Xayah,Morgana,Yorick,Vi,Lissandra,Draven,Lux,0.0,0.0,139351.4,207306.2,0.36,0.66,0
Ashe,Warwick,Leblanc,Samira,Heimerdinger,Kayle,Kayn,Ahri,MissFortune,Chogath,0.0,0.0,195073.2,136103.6,0.52,0.4,1
Yasuo,Jax,Ahri,Ziggs,Pyke,MonkeyKing,Briar,Zed,Ashe,Seraphine,0.0,0.0,83543.6,37374.2,0.44,0.58,0
Heimerdinger,Diana,Zed,Caitlyn,Brand,Malphite,Tryndamere,Veigar,Jinx,Lux,0.0,0.0,78458.2,160701.0,0.6,0.56,0
Kayn,Graves,Hwei,Tristana,Lux,Darius,Shyvana,Qiyana,Draven,Seraphine,0.0,0.0,37972.2,38079.8,0.48,0.5,0
Kayle,Hecarim,Smolder,Caitlyn,Morgana,Darius,XinZhao,Xerath,Samira,Lux,0.0,0.0,49636.2,62830.6,0.5,0.46,1
Ahri,Hecarim,Akshan,Orianna,Blitzcrank,Yasuo,Jax,Akali,MissFortune,Veigar,0.0,0.0,70240.8,112701.4,0.46,0.62,0
Yone,MasterYi,Akali,MissFortune,Blitzcrank,DrMundo,Kayn,Vex,Lucian,Morgana,0.0,0.0,151799.6,34885.8,0.48,0.5,0
Mordekaiser,Ekko,Yone,Veigar,Nami,Teemo,Amumu,Annie,Yunara,Malphite,0.0,0.0,87272.0,54789.8,0.48,0.52,0
Yone,Sylas,Xerath,Corki,Lux,Mordekaiser,Viego,Ahri,Tristana,Karma,0.0,0.0,30437.2,314745.0,0.46,0.52,0
Zaahen,Jax,Akali,Kaisa,Seraphine,Shen,LeeSin,Veigar,Zeri,Nami,0.0,0.0,216469.8,159454.2,0.48,0.46,0
Chogath,MasterYi,Senna,Tristana,Seraphine,Mordekaiser,Shyvana,Yasuo,Caitlyn,Morgana,0.0,0.0,17533.0,92736.0,0.44,0.48,0
Heimerdinger,DrMundo,AurelionSol,Teemo,Lux,Olaf,Shyvana,Naafiri,Twitch,Mel,0.0,0.0,239647.0,137851.4,0.4,0.44,0
Illaoi,Viego,Ahri,Yunara,Thresh,Kayle,LeeSin,Veigar,Smolder,Morgana,0.0,0.0,261144.6,93204.6,0.6,0.4,1
Riven,Ekko,Ahri,Jinx,Blitzcrank,Volibear,Kayn,Fizz,Ezreal,Seraphine,0.0,0.0,50658.6,236916.2,0.4943,0.5,0
Nasus,Viego,Kassadin,Tristana,Neeko,Heimerdinger,Nocturne,Vex,Ezreal,Morgana,0.0,0.0,127876.0,108175.8,0.48,0.46,0
Camille,Zaahen,Diana,Jhin,Xerath,Yone,Amumu,Akali,Smolder,Leona,0.0,0.0,98140.8,278825.2,0.5,0.54,0
Kayle,Briar,Diana,Ashe,Sona,Jax,Sylas,Malzahar,Caitlyn,Morgana,0.0,0.0,80069.4,86605.0,0.4,0.36,1
Ambessa,Warwick,Lissandra,Caitlyn,TahmKench,Yone,Khazix,Veigar,MissFortune,Leona,0.0,0.0,319653.4,139071.2,0.56,0.4,1
Kayle,MonkeyKing,Katarina,Zeri,Thresh,KSante,Graves,Lissandra,Caitlyn,Lux,0.0,0.0,125717.4,169276.4,0.44,0.44,1
Sett,Shaco,Zed,Tristana,Xerath,Urgot,MasterYi,Vladimir,MissFortune,Taliyah,0.0,0.0,61805.8,214964.0,0.46,0.58,0
Neeko,Warwick,Mel,Lucian,Zyra,Yasuo,Shyvana,Diana,Samira,Lux,0.0,0.0,329480.2,133700.0,0.54,0.46,0
Darius,MasterYi,Yasuo,Yunara,Nami,Kayle,Diana,Sylas,Tristana,Morgana,0.0,0.0,245292.0,127770.6,0.44,0.5,0
Garen,Kayn,Sett,Jinx,Nautilus,Yone,Warwick,Riven,Quinn,Lux,0.0,0.0,131267.2,168358.8,0.56,0.48,0
Pantheon,Evelynn,Mel,Lucian,Yuumi,Vladimir,Mordekaiser,Brand,Viego,Senna,0.0,0.0,39549.4,219792.2,0.48,0.3133,0
Yorick,Volibear,Zed,MissFortune,Nami,Teemo,Nocturne,Vladimir,Caitlyn,Sion,0.0,0.0,306246.2,47181.8,0.42,0.48,1
Trundle,DrMundo,Ryze,Vayne,Mel,Zaahen,Ambessa,Syndra,Caitlyn,Morgana,0.0,0.0,322652.8,40744.4,0.52,0.46,0
Mordekaiser,Singed,Yasuo,Aphelios,Blitzcrank,Zaahen,Sylas,Kayle,Kaisa,Seraphine,0.0,0.0,132104.2,183328.8,0.5,0.4,1
Irelia,Vi,Yasuo,Tristana,Lux,Zed,MasterYi,Ahri,Kaisa,Mel,0.0,0.0,184529.6,36474.0,0.54,0.52,1
Mordekaiser,LeeSin,Gragas,Qiyana,Malphite,Volibear,MasterYi,Yasuo,Nilah,Neeko,0.0,0.0,142289.4,539521.4,0.4,0.52,1
Jax,MasterYi,Xerath,MissFortune,Malphite,Singed,Kayn,Malzahar,Brand,Lux,0.0,0.0,147713.6,134535.0,0.46,0.36,0
Garen,Shyvana,Sylas,MissFortune,Thresh,Yorick,Briar,Akali,Jhin,Neeko,0.0,0.0,61141.4,39381.2,0.56,0.58,1
Illaoi,FiddleSticks,Katarina,Xayah,Rakan,Warwick,Zaahen,Aurora,Nilah,Yuumi,0.0,0.0,190768.0,133864.8,0.42,0.52,1
Mordekaiser,Shaco,Orianna,Yasuo,Nautilus,DrMundo,Rammus,Veigar,MissFortune,Seraphine,0.0,0.0,48072.0,1579526.0,0.54,0.4,1
Gragas,Viego,Akali,Smolder,Blitzcrank,Irelia,Briar,Diana,Tristana,Mel,0.0,0.0,100288.6,170090.2,0.34,0.46,1
Shen,Trundle,Rakan,Lucian,Morgana,Varus,Kayn,XinZhao,MissFortune,Soraka,0.0,0.0,70690.6,350794.2,0.56,0.52,0
Chogath,Jax,Veigar,Smolder,Karthus,Sett,Warwick,AurelionSol,Vayne,Soraka,0.0,0.0,91508.2,205559.8,0.6,0.34,1
Nasus,Viego,Kayn,MissFortune,Karma,Trundle,Zaahen,Yasuo,Caitlyn,Brand,0.0,0.0,51598.6,39353.2,0.48,0.44,0
Sett,Viego,Vex,Jhin,Leona,Nasus,Hecarim,Zed,MissFortune,Lux,0.0,0.0,91875.2,212372.2,0.5,0.5,0
Darius,Nocturne,Lissandra,Jhin,Morgana,Sett,Lillia,Brand,Vayne,Nautilus,0.0,0.0,180837.0,147350.2,0.46,0.48,1
Kled,Rengar,Ahri,Ezreal,Bard,Fiora,Khazix,Ryze,Kaisa,Xerath,0.0,0.0,104541.4,153687.6,0.48,0.22,1
Heimerdinger,Zed,Yone,Zeri,Anivia,Ziggs,Zaahen,Katarina,MissFortune,Pyke,0.0,0.0,26590.0,67188.4,0.56,0.5,1
Illaoi,Jax,Veigar,MissFortune,Leona,Yone,Kayn,Katarina,Jinx,Lux,0.0,0.0,193568.6,57448.8,0.52,0.34,1
Chogath,Nasus,Fizz,Jinx,Pyke,Shen,MonkeyKing,Mel,Twitch,Blitzcrank,0.0,0.0,197662.8,60452.0,0.44,0.48,0
Garen,Khazix,Xerath,Ashe,Morgana,Illaoi,Aatrox,Nasus,Caitlyn,Leona,0.0,0.0,39414.8,34402.4,0.44,0.3,0
Darius,Diana,Yone,Kaisa,Bard,Renekton,Shyvana,Naafiri,Tristana,Morgana,0.0,0.0,28642.6,126202.0,0.42,0.42,0
Teemo,MasterYi,Irelia,Caitlyn,Pyke,Darius,Jax,Lux,Tristana,Zyra,0.0,0.0,298665.2,943216.2,0.5,0.54,0
Sett,Kayn,Yone,Ashe,Yuumi,Tryndamere,MasterYi,Leblanc,Smolder,TahmKench,0.0,0.0,65037.6,49957.8,0.4371,0.46,0
Mordekaiser,Kayn,Qiyana,MissFortune,Neeko,Olaf,Lillia,Zoe,Jhin,Senna,0.0,0.0,151199.8,18662.8,0.48,0.44,1
MonkeyKing,DrMundo,Ryze,MissFortune,Leona,Jax,Zed,Mel,Vayne,Lux,0.0,0.0,79444.2,393382.4,0.52,0.52,0
Velkoz,Sylas,Caitlyn,Morgana,Yasuo,Sett,Nocturne,Veigar,MissFortune,Brand,0.0,0.0,408949.4,64644.6,0.56,0.36,0
Tryndamere,Shaco,Vex,Ezreal,Nautilus,Teemo,Shyvana,Akali,Caitlyn,Poppy,0.0,0.0,42672.2,37026.0,0.52,0.46,0
Sett,Shyvana,Lux,Jinx,TahmKench,Chogath,XinZhao,Ahri,Ashe,Seraphine,0.0,0.0,656257.2,128423.2,0.52,0.56,0
Mordekaiser,DrMundo,Swain,Jhin,Brand,Garen,Kayn,Leblanc,Lucian,Zyra,0.0,0.0,49262.6,298935.0,0.54,0.46,1
Olaf,LeeSin,Malzahar,Kayle,Mel,Jax,Warwick,Xerath,Caitlyn,TahmKench,0.0,0.0,28440.0,83001.0,0.4,0.48,0
Kayle,Diana,Fizz,Jhin,Velkoz,Shyvana,Rengar,Leblanc,Samira,Nami,0.0,0.0,358027.2,297596.0,0.52,0.42,1
